id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1385358385323913221,Thu Apr 22 22:22:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @JANEMCARTHUR11: Think adverse environmental effects affect people equally? Ask these women.

- using #breastcancer as an example of the…",RT JANEMCARTHUR11 Think adverse environmental effects affect people equally Ask women using breastcancer example the…,"Sentiment(polarity=0.0, subjectivity=0.25)",0.0,0.25,en,0,1,CAPE_Doctors,False,breastcancer,JANEMCARTHUR11,Canada,
1385357872347844608,Thu Apr 22 22:20:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @boeheimfan: If you are on Facebook and interested in breast cancer, please request to join ""Komen Chicago Race for the Cure"" Facebook G…",RT boeheimfan If Facebook interested breast cancer please request join `` Komen Chicago Race Cure '' Facebook G…,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,en,0,5,malayasei,,,boeheimfan,,
1385357727870853121,Thu Apr 22 22:19:55 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @boeheimfan: If you are on Facebook and interested in breast cancer, please request to join ""Komen Chicago Race for the Cure"" Facebook G…",RT boeheimfan If Facebook interested breast cancer please request join `` Komen Chicago Race Cure '' Facebook G…,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,en,0,5,lianseena,,,boeheimfan,,
1385357266262573059,Thu Apr 22 22:18:05 +0000 2021,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Register today for the #NBCC Virtual Advocate Leadership Summit and join the fight to end #breastcancer!… https://t.co/77e5Jz0oLh,Register today NBCC Virtual Advocate Leadership Summit join fight end breastcancer … https //t.co/77e5Jz0oLh,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,8,0,SHAREing,False,"NBCC, breastcancer",,"New York, NY",
1385355932905791489,Thu Apr 22 22:12:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @BZavaletaMD: Which insurance company is denying NEUPOGEN today? Let’s help. #bcsm #lcsm #cancer https://t.co/zEIewNByu6,RT BZavaletaMD Which insurance company denying NEUPOGEN today Let ’ help bcsm lcsm cancer https //t.co/zEIewNByu6,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,3,6state,False,"bcsm, lcsm, cancer",BZavaletaMD,"Seattle, WA",
1385355809777885185,Thu Apr 22 22:12:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @boeheimfan: If you are on Facebook and interested in breast cancer, please request to join ""Komen Chicago Race for the Cure"" Facebook G…",RT boeheimfan If Facebook interested breast cancer please request join `` Komen Chicago Race Cure '' Facebook G…,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,en,0,5,Milaseas1,,,boeheimfan,,
1385355234281672708,Thu Apr 22 22:10:01 +0000 2021,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",RT @BZavaletaMD: Which insurance company is denying NEUPOGEN today? Let’s help. #bcsm #lcsm #cancer https://t.co/zEIewNByu6,RT BZavaletaMD Which insurance company denying NEUPOGEN today Let ’ help bcsm lcsm cancer https //t.co/zEIewNByu6,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,3,BreastAdvocate,False,"bcsm, lcsm, cancer",BZavaletaMD,Global,
1385355176081379332,Thu Apr 22 22:09:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @BCAction: Today on #EarthDay  we’re lifting up the inextricable connections between environmental justice, racial justice, and health j…",RT BCAction Today EarthDay ’ lifting inextricable connections environmental justice racial justice health j…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,9,kyokohibino,,EarthDay,BCAction,Los Angeles,
1385355090979082242,Thu Apr 22 22:09:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Want to add a ✨ fun, conversational feel ✨ to your digital #HealthLit materials? Consider inviting emojis to the pa… https://t.co/uoeFoIaj93",Want add ✨ fun conversational feel ✨ digital HealthLit materials Consider inviting emojis pa… https //t.co/uoeFoIaj93,"Sentiment(polarity=0.15, subjectivity=0.1)",0.15,0.1,en,0,0,findlungcancer,False,HealthLit,,"South Glastonbury, CT",
1385355002709909504,Thu Apr 22 22:09:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BreastAdvocate: #Lumpectomy vs #Mastectomy: Which is best for you? The FREE Breast Advocate app can help you weigh your options!
Downlo…",RT BreastAdvocate Lumpectomy vs Mastectomy Which best The FREE Breast Advocate app help weigh options Downlo…,"Sentiment(polarity=0.7, subjectivity=0.55)",0.7,0.55,en,0,2,DiepFlapBreast,,"Lumpectomy, Mastectomy",BreastAdvocate,"San Antonio, Texas",
1385354971789496324,Thu Apr 22 22:08:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @KelleyKkregle: I love this graphic for BC patients taking hormone therapy for side effects mgmt. #effcancer #bcsm https://t.co/JOVlxOzs…,RT KelleyKkregle I love graphic BC patients taking hormone therapy side effects mgmt effcancer bcsm https //t.co/JOVlxOzs…,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,en,0,5,DiepFlapBreast,,"effcancer, bcsm",KelleyKkregle,"San Antonio, Texas",
1385354548311576578,Thu Apr 22 22:07:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @BCanAwareness: How can you #PreventDetectProtect yourself from #BreastCancer? Follow these tips: #KickoutCancer https://t.co/WVw9YkpNii,RT BCanAwareness How PreventDetectProtect BreastCancer Follow tips KickoutCancer https //t.co/WVw9YkpNii,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,BreastAdvocate,False,"PreventDetectProtect, BreastCancer, KickoutCancer",BCanAwareness,Global,
1385354490094657539,Thu Apr 22 22:07:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mmejendouglas: Before I got breast cancer, I wasn’t aware there were different types and customized treatment paths. That all changed w…",RT mmejendouglas Before I got breast cancer I ’ aware different types customized treatment paths That changed w…,"Sentiment(polarity=0.125, subjectivity=0.425)",0.125,0.425,en,0,2,BreastAdvocate,,,mmejendouglas,Global,
1385352999426461700,Thu Apr 22 22:01:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LesleyKailani: I’m really excited to be on the agenda for this conversation.  Please join me there.  @christeeny513 is moderating.  #bc…,RT LesleyKailani I ’ really excited agenda conversation Please join christeeny513 moderating bc…,"Sentiment(polarity=0.375, subjectivity=0.75)",0.375,0.75,en,0,1,itsnot_pink,,,"LesleyKailani, christeeny513","Washington, DC",
1385352907848044550,Thu Apr 22 22:00:46 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Watch now to know the things that helped me stay alive in the weirdest and hardest times! ♋👊 

⭐… https://t.co/kISpOHKh7K",Watch know things helped stay alive weirdest hardest times ♋👊 ⭐… https //t.co/kISpOHKh7K,"Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,en,11,0,KatieJeffress,False,,,Australia,
1385352716424294407,Thu Apr 22 22:00:00 +0000 2021,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",This systematic review and meta-analysis of 33 unique studies with 57531 patients provides data that can help estim… https://t.co/JFN7SAC14W,This systematic review meta-analysis 33 unique studies 57531 patients provides data help estim… https //t.co/JFN7SAC14W,"Sentiment(polarity=0.375, subjectivity=1.0)",0.375,1.0,en,0,0,JAMASurgery,False,,,"Chicago, IL",
1385349459257741330,Thu Apr 22 21:47:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @bolarinwakemis2: Kindly fill the below form to know your opinion on a #SmartBra Device that detect early stage #BreastCancer. 

Please…",RT bolarinwakemis2 Kindly fill form know opinion SmartBra Device detect early stage BreastCancer Please…,"Sentiment(polarity=0.35, subjectivity=0.6)",0.35,0.6,en,0,2,womeninict_ng,,"SmartBra, BreastCancer",bolarinwakemis2,"Plot 777 Independence Avenue, ",
1385349454404804610,Thu Apr 22 21:47:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I’m really excited to be on the agenda for this conversation.  Please join me there.  @christeeny513 is moderating.… https://t.co/rDV7zz4G51,I ’ really excited agenda conversation Please join christeeny513 moderating.… https //t.co/rDV7zz4G51,"Sentiment(polarity=0.375, subjectivity=0.75)",0.375,0.75,en,3,1,LesleyKailani,False,,christeeny513,"Oregon, USA",
1385349064682840067,Thu Apr 22 21:45:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","If you are on Facebook and interested in breast cancer, please request to join ""Komen Chicago Race for the Cure"" Fa… https://t.co/8N7Ac65bhB",If Facebook interested breast cancer please request join `` Komen Chicago Race Cure '' Fa… https //t.co/8N7Ac65bhB,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,en,8,5,boeheimfan,,,,,
1385348975578996737,Thu Apr 22 21:45:08 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Appreciating @LonsdaleAve  for featuring the book I am in #VoicesOfThe21stCentury with @WomenSpeakAssoc… https://t.co/fRyoLkvQ9t,Appreciating LonsdaleAve featuring book I VoicesOfThe21stCentury WomenSpeakAssoc… https //t.co/fRyoLkvQ9t,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,10,0,hammondgroupbiz,False,VoicesOfThe21stCentury,"LonsdaleAve, WomenSpeakAssoc",Global. ,
1385348963352600577,Thu Apr 22 21:45:06 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Thermal imaging #AI #breastcancer exam cleared for sales in Europe https://t.co/0wU3p45Igy https://t.co/TfdxVpM8ZB,Thermal imaging AI breastcancer exam cleared sales Europe https //t.co/0wU3p45Igy https //t.co/TfdxVpM8ZB,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,5,0,FerrumHealth,False,"AI, breastcancer",,"San Francisco, CA",
1385348813339217929,Thu Apr 22 21:44:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @ChildrensHD: A study published Wed. found a significant assoc. between a woman’s exposure to #DDT during pregnancy + increased risk of…,RT ChildrensHD A study published Wed. found significant assoc woman ’ exposure DDT pregnancy increased risk of…,"Sentiment(polarity=0.375, subjectivity=0.875)",0.375,0.875,en,0,53,morrowfcs,,DDT,ChildrensHD,Virginia,
1385347777106952193,Thu Apr 22 21:40:23 +0000 2021,"<a href=""https://bioengineer.org/"" rel=""nofollow"">Bioengineering-Society</a>","Successful research development approach helps #Cancer patients using mobile tech https://t.co/TMGnugdSWg

#science… https://t.co/P0yn1rPFJp",Successful research development approach helps Cancer patients using mobile tech https //t.co/TMGnugdSWg science… https //t.co/P0yn1rPFJp,"Sentiment(polarity=0.75, subjectivity=0.95)",0.75,0.95,en,4,0,bioengineerorg,False,"Cancer, science",,"New York, USA",
1385346859024138245,Thu Apr 22 21:36:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","When you buy clip4good on #Amazon and use promo code SHARSHERET at checkout, we will donate all of our proceeds fro… https://t.co/l7Tg4hfyW7",When buy clip4good Amazon use promo code SHARSHERET checkout donate proceeds fro… https //t.co/l7Tg4hfyW7,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,4,0,good_clip,False,Amazon,,"Boston, MA","[[-73.508143, 41.187054], [-69.858861, 41.187054], [-69.858861, 42.8868241], [-73.508143, 42.8868241]]"
1385345744429801476,Thu Apr 22 21:32:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",What's the mechanism of action for tucatinib (#Tukysa)? https://t.co/9bWowPNRoD #HER2 #breastcancer,What 's mechanism action tucatinib Tukysa https //t.co/9bWowPNRoD HER2 breastcancer,"Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1,en,3,0,MedPipeline,False,"Tukysa, HER2, breastcancer",,"Raleigh/Durham/Chapel Hill, NC",
1385345253738176523,Thu Apr 22 21:30:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ImagineThis704: Do you support #breastcancerawareness and have no breast?.....You can support #CannabisAwareness #April too...#notoke #…,RT ImagineThis704 Do support breastcancerawareness breast ... ..You support CannabisAwareness April ... notoke …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,LARRYIRBY6,,"breastcancerawareness, CannabisAwareness, April, notoke",ImagineThis704,"Boston, MA",
1385345061953712131,Thu Apr 22 21:29:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Faslodex injection site very swollen and rock hard- send shooting pain every time I sit on it. Any tips? #bcsm,Faslodex injection site swollen rock hard- send shooting pain every time I sit Any tips bcsm,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",-0.2916666666666667,0.5416666666666666,en,0,0,MayAllam,,bcsm,,,
1385344097532010498,Thu Apr 22 21:25:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @matteolambe: Excited to share our @TheLancetOncol review on how to manage side-effects of adjuvant #EndocrineTherapy in #BreastCancer p…,RT matteolambe Excited share TheLancetOncol review manage side-effects adjuvant EndocrineTherapy BreastCancer p…,"Sentiment(polarity=0.375, subjectivity=0.75)",0.375,0.75,en,0,65,minasedrakmd,,"EndocrineTherapy, BreastCancer","matteolambe, TheLancetOncol","Los Angeles, CA",
1385343878144868352,Thu Apr 22 21:24:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @BreastCancerCCS: Women under 40 with breast cancer face unique survivorship challenges that aren’t addressed by current resources – but…,RT BreastCancerCCS Women 40 breast cancer face unique survivorship challenges ’ addressed current resources – but…,"Sentiment(polarity=0.1875, subjectivity=0.7)",0.1875,0.7,en,0,5,AmirthamParasu1,,,BreastCancerCCS,Toronto,
1385343241093107718,Thu Apr 22 21:22:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PennRadiology: Great news! The @JCI_insight cover features a clinical trial led by Drs. McDonald/Carlin of https://t.co/QPEdEDOAGL. The…,RT PennRadiology Great news The JCI_insight cover features clinical trial led Drs McDonald/Carlin https //t.co/QPEdEDOAGL The…,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,en,0,3,maur3ra,False,,"PennRadiology, JCI_insight","Manhattan, NY",
1385342456816885761,Thu Apr 22 21:19:14 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",We are honored to celebrate #Labweek2021 with our product support team. #Agendia #MammaPrint #BluePrint… https://t.co/Cow81hhf0J,We honored celebrate Labweek2021 product support team Agendia MammaPrint BluePrint… https //t.co/Cow81hhf0J,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,4,0,Agendia,False,"Labweek2021, Agendia, MammaPrint, BluePrint",,"Irvine, CA",
1385342447509667841,Thu Apr 22 21:19:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @goyo_bran: Had a great time talking with @BrainHealthMD about our study on #breastcancer therapies and #AlzheimersDisease presented las…,RT goyo_bran Had great time talking BrainHealthMD study breastcancer therapies AlzheimersDisease presented las…,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,en,0,1,AnneLipton,,"breastcancer, AlzheimersDisease","goyo_bran, BrainHealthMD","Vancouver, BC",
1385341648503250944,Thu Apr 22 21:16:02 +0000 2021,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",This is why Beth T. participates in our #ReachandRaise #yoga event each year. What is your reason? Sign up to join… https://t.co/b63vvAnYTI,This Beth T. participates ReachandRaise yoga event year What reason Sign join… https //t.co/b63vvAnYTI,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,3,0,LivingBeyondBC,False,"ReachandRaise, yoga",,"Bala Cynwyd, PA",
